treatment company,azimuth,md (ft),tvd (ft),date on production,operator,footage lateral length,well spacing,porpoise deviation,porpoise count,shale footage,acoustic impedance,log permeability,porosity,poisson ratio,water saturation,toc,vcl,p-velocity,s-velocity,youngs modulus,isip,breakdown pressure,pump rate,total number of stages,proppant volume,proppant fluid ratio,gas production
treatment company 17,-55.18,13530.0,7501.0,2015-08-01,operator 4,5842.0,4444.8628,7.79,4.0,2952.0,31810.16,0.43,0.02,0.33,,4.72,0.59,13263.02,7033.37,31.11,5462.0,,85.0,19.0,8084800.0,1.28,1575.1823372500626
treatment company 5,-10.25,15274.0,6704.0,2018-04-01,operator 5,8000.0,1501.6609,38.96,12.0,5146.0,34634.34,1.34,,0.34,,3.86,1.96,12302.62,6481.89,29.77,3835.0,6340.0,74.0,40.0,20338004.0,1.18,2308.81949619375
treatment company 5,-15.41,18014.0,6624.0,2018-04-01,operator 5,10892.0,740.20099,9.54,10.0,0.0,34833.46,0.48,0.03,0.33,0.83,4.64,0.57,13158.92,7055.89,31.21,5080.0,6111.0,75.0,55.0,22644300.0,1.08,3514.7924588250007
treatment company 4,-48.349998,11124.0,6359.0,2013-01-01,operator 1,4303.0,1641.0939,149.15,7.0,9824.0,32959.93,0.7,0.03,0.21,,4.63,0.48,12967.28,6798.5,26.41,4819.0,6368.0,96.0,15.0,,1.59,2082.75101591875
treatment company 5,-65.58000200000001,10660.0,7767.0,2011-07-01,operator 8,2157.0,1983.3225,10.06,4.0,3622.0,33162.72,0.31,0.02,0.33,,4.69,0.6,13243.55,6978.18,30.99,5598.0,9417.0,78.0,12.0,,0.28,552.3436754749998
treatment company 12,-7.389999900000001,15325.0,8629.0,2017-06-01,operator 25,6446.0,2299.4175,18.01,4.0,4058.0,35072.44,1.32,0.08,0.22,0.62,3.89,0.47,12187.75,6827.5,28.05,,8828.0,90.0,38.0,13990954.0,1.33,5128.058548449999
treatment company 3,-30.15,13426.0,6447.0,2016-12-01,operator 1,6172.0,2061.1521,1.7,11.0,4990.0,34802.83,1.09,0.05,0.29,,5.02,0.44,12427.77,6765.34,28.13,4921.0,7002.0,92.0,29.0,11674356.0,1.21,3567.244340306249
treatment company 1,-22.25,14410.0,8246.0,2012-07-01,operator 20,5586.0,,2.39,9.0,6481.0,34575.56,0.98,0.06,0.3,,4.85,0.72,11959.51,7084.24,32.05,,,82.0,10.0,5107177.0,1.53,1209.5199632125
treatment company 10,-20.6,12251.0,7784.0,2015-10-01,operator 4,3543.5,4286.8491,127.55,1.0,3518.0,34610.73,0.23,0.01,0.34,,4.65,0.55,13338.95,6909.95,30.78,5551.0,8933.0,99.0,25.0,,1.03,1772.4156472687507
treatment company 6,-11.56,9615.0,5896.0,2014-07-01,operator 19,3288.0,1746.6382,1.68,3.0,3149.0,28993.29,0.32,0.02,0.33,,4.68,0.62,13231.58,6984.64,31.02,4276.0,,85.0,15.0,4299178.0,0.94,159.10770108949998
treatment company 2,-69.25,14028.0,8773.0,2011-07-01,operator 20,5112.0,1106.9064,95.21,2.0,5360.0,34744.92,0.77,0.05,0.28,,4.22,0.65,11792.44,7090.16,31.62,6669.0,,84.0,13.0,4487940.0,1.33,1006.52047509375
treatment company 1,-71.199997,13796.0,8218.0,2013-07-01,operator 26,5129.0,2428.5789,44.02,1.0,2386.0,35169.83,1.13,0.05,0.32,,5.61,0.85,12753.31,7384.06,32.84,5876.0,9259.0,99.0,17.0,5040985.0,0.85,1412.8192089625
treatment company 1,-51.959998999999996,13963.0,8006.0,2011-01-01,operator 20,5586.0,,42.62,5.0,0.0,34601.01,0.96,,0.3,,5.99,0.43,11761.44,7040.53,31.68,5568.0,,80.0,15.0,3224820.0,0.76,1185.0961127062506
treatment company 9,,16352.0,6554.0,2018-07-01,operator 5,9013.0,1214.6519,0.76,29.0,4384.0,35039.79,1.25,,0.34,,3.68,1.72,12466.27,6576.71,29.97,3765.0,,76.0,46.0,18405130.0,1.17,2420.1929050125
treatment company 3,,18070.0,6054.0,2017-03-01,operator 1,11348.0,2949.4590000000003,2.91,6.0,0.0,34714.74,0.57,0.02,0.3,,4.63,0.35,13484.98,6906.2,30.74,4312.0,,100.0,57.0,25425682.0,1.41,3685.498645175001
treatment company 8,-28.65,13099.0,6491.0,2017-01-01,operator 26,5911.0,3544.7866,9.93,4.0,0.0,30172.33,0.44,,0.33,,4.71,0.56,13320.35,6961.99,30.94,4775.0,,98.0,23.0,11343385.0,0.94,542.307143305625
treatment company 11,-57.889998999999996,13075.0,7105.0,2016-03-01,operator 14,4814.0,2975.717,8.68,6.0,4740.0,34663.15,1.24,,0.32,0.68,4.32,0.48,12895.77,6755.2,29.47,5455.0,,80.0,24.0,9124783.0,1.06,1752.977404475
treatment company 1,-21.75,16516.0,8572.0,2012-07-01,operator 9,7700.0,,6.25,4.0,0.0,34726.36,0.92,0.05,0.29,,4.29,0.49,11744.51,7076.2,31.78,,11116.0,90.0,27.0,9935200.0,1.1,1968.0861962937495
treatment company 1,-47.700001,16645.0,6891.0,2015-05-01,operator 13,9358.0,,10.38,7.0,3011.0,34173.46,0.62,0.02,0.33,,5.17,0.41,13599.92,6955.84,30.84,4420.0,,77.0,38.0,17953364.0,0.93,1751.0082077999996
treatment company 4,-22.59,11972.0,6236.0,2017-05-01,operator 7,5349.0,,22.27,25.0,11955.0,35169.83,0.42,0.02,0.33,,4.66,0.59,13161.9,7014.34,31.1,4330.0,,95.0,28.0,7103381.0,1.34,453.9478100881249
treatment company 5,-45.610001000000004,17072.0,,2017-07-01,operator 11,9883.0,4663.5908,19.57,19.0,10191.0,33763.55,0.29,0.02,0.33,,4.68,0.62,13216.42,6986.63,31.03,4416.0,,81.0,49.0,19119996.0,1.03,2154.5537084749994
treatment company 8,-54.73,14724.0,8899.0,2015-02-01,operator 28,5160.0,,4.34,13.0,6160.0,34839.29,0.47,0.02,0.34,,4.66,0.58,13184.96,7049.93,31.19,6522.0,9414.0,96.0,15.0,7985109.0,1.14,942.1315052875
treatment company 8,-42.77,12733.0,5860.0,2011-01-01,operator 23,6273.0,4517.0005,6.51,8.0,1066.0,30358.05,0.43,0.02,0.33,,4.68,0.58,13182.01,7011.47,,4530.0,,80.0,19.0,7889257.0,1.51,1078.5735891375
treatment company 8,-41.880001,12256.0,6778.0,2014-10-01,operator 4,5138.0,2477.0168,3.6,12.0,4310.0,29685.18,0.53,0.02,0.34,0.49,3.9,0.69,12773.7,6695.22,30.2,4847.0,6216.0,80.0,20.0,8358440.0,1.18,626.1577358929375
treatment company 4,-20.48,14806.0,6268.0,2015-06-01,operator 1,7174.0,2029.8573,17.34,22.0,9938.0,33856.46,0.46,0.02,0.22,,4.82,0.38,13558.55,6793.33,26.53,4236.0,5888.0,100.0,13.0,16260545.0,1.77,3403.8597545687508
treatment company 29,-37.16,9465.0,6483.0,2012-01-01,operator 14,2377.0,2718.3315,20.4,4.0,5983.0,35053.87,0.24,0.03,0.25,,5.14,0.59,12033.79,6781.91,27.54,4997.0,7912.0,80.0,14.0,5250500.0,1.06,1726.93055341875
treatment company 10,-25.49,13273.0,6525.0,2012-07-01,operator 6,6632.0,3968.781,512.54,1.0,12938.0,30064.75,0.57,0.01,0.33,,4.87,0.43,13465.54,6951.16,30.86,4040.0,,74.0,11.0,7343809.0,1.3,2018.7036522625
treatment company 3,-24.15,17660.0,6403.0,2016-04-01,operator 5,11148.0,2738.8347,14.13,10.0,6484.0,33791.6,1.17,,0.34,0.56,3.74,1.71,12506.8,6576.18,29.96,4982.0,,70.0,75.0,16448255.0,0.92,2780.2131581124986
treatment company 10,-23.440001000000002,15365.0,7580.0,2015-11-01,operator 4,7455.0,1266.5383,725.52,1.0,0.0,35290.28,0.87,0.05,0.34,,3.85,1.14,12910.47,6594.71,29.94,5011.0,,100.0,50.0,12466290.0,0.95,2933.202457956249
treatment company 10,-25.92,14019.0,6369.0,2014-01-01,operator 11,7280.0,840.6528900000001,91.29,3.0,4700.0,29649.78,0.42,0.02,0.33,,4.74,0.34,13193.09,7190.77,31.47,4881.0,5616.0,70.0,36.0,18033300.0,1.19,1248.6884966125
treatment company 2,-17.719998999999998,11151.0,5637.0,2014-01-01,operator 2,4996.0,,36.68,9.0,6601.0,33183.91,0.62,0.01,0.34,0.81,4.8,0.37,13485.15,6917.72,30.77,4172.0,,110.0,24.0,,1.78,1392.4519162687498
treatment company 10,-27.66,12407.0,5970.0,2014-07-01,operator 11,5694.0,505.09344000000004,7.67,9.0,0.0,34634.13,0.62,,0.34,0.87,4.8,0.49,13480.49,6979.56,30.96,,,70.0,29.0,14219947.0,1.12,849.0807257499998
treatment company 11,-69.83000200000001,12521.0,8135.0,2011-07-01,operator 27,3405.0,1622.2512,6.45,25.0,11706.0,34626.62,0.18,0.03,0.34,0.94,4.88,0.89,12829.61,6844.55,30.79,5450.0,8895.0,57.0,12.0,3680017.0,0.89,635.9163757875001
treatment company 4,-72.889999,12713.0,7551.0,2016-01-01,operator 4,3613.0,2183.0615,763.39,1.0,0.0,35237.22,0.21,,0.33,0.87,4.66,0.67,13124.58,6984.1,31.05,5387.0,,94.0,26.0,5967974.0,0.94,2500.78287338125
treatment company 2,-38.959998999999996,14063.0,7398.0,2013-07-01,operator 20,6760.0,1485.7048,0.46,20.0,0.0,34761.52,0.05,0.02,0.33,,4.72,0.6,13166.48,6909.48,30.79,4514.0,,101.0,12.0,5963952.0,1.7,638.65843233125
treatment company 3,-3.3,14253.0,7041.0,2014-11-01,operator 5,6648.0,3889.2922,3.0,11.0,0.0,34745.94,1.32,0.06,0.34,0.43,,1.89,12159.12,6414.26,29.62,5211.0,,64.0,33.0,7065183.0,0.76,1828.887531125
treatment company 3,-34.450001,13384.0,6195.0,2017-08-01,operator 8,6323.0,1347.7799,17.65,8.0,0.0,34634.13,0.31,0.02,0.33,,4.67,0.62,13194.92,6992.86,31.05,3896.0,,91.0,31.0,12189920.0,1.14,1195.7577328125
treatment company 10,-59.939999,11821.0,6437.0,2013-07-01,operator 11,4642.0,,1.51,23.0,8397.0,34315.46,0.38,0.02,0.33,0.68,4.8,0.56,13250.37,7148.66,31.36,,,71.0,22.0,6455592.0,0.95,725.4743943687498
treatment company 10,-16.92,13620.0,8148.0,2013-07-01,operator 6,5429.0,2523.4165,32.16,7.0,6029.0,34594.44,1.41,,0.21,,3.9,0.52,11963.68,6819.16,27.71,5981.0,,87.0,9.0,5522518.0,1.26,2591.6329760125
treatment company 1,,13798.0,8358.0,2011-07-01,operator 20,4950.0,3499.0442,8.7,11.0,0.0,28473.88,0.73,0.04,0.28,,4.1,0.61,11777.74,7088.11,31.59,6452.0,,79.0,12.0,,1.03,1391.968882275
treatment company 10,-13.53,15692.0,7476.0,2018-02-01,operator 4,7515.0,4534.3188,22.57,23.0,8940.0,33030.93,0.58,0.04,0.33,,4.78,0.5,12733.87,7180.92,31.76,5360.0,,99.0,43.0,17197620.0,1.4,3056.092594962501
treatment company 5,-60.169998,17174.0,7627.0,2014-01-01,operator 8,8862.0,1951.6632,7.84,16.0,9048.0,35313.77,0.44,0.01,0.33,0.83,4.74,0.57,13307.1,6996.23,31.02,5615.0,,86.0,60.0,11982816.0,1.03,1389.9766048437502
treatment company 12,3.3800001,15005.0,7777.0,2018-02-01,operator 4,5792.0,755.6134,1.49,12.0,0.0,34601.01,0.1,0.03,0.34,0.94,4.8,0.88,12881.94,6905.87,30.95,5445.0,9377.0,97.0,20.0,8010000.0,1.28,1054.666795966875
treatment company 4,-56.509997999999996,17147.0,7029.0,2018-12-01,operator 8,9044.0,4405.1382,0.19,22.0,6842.0,33867.38,0.32,,0.32,0.78,4.69,0.61,13255.59,6973.79,30.98,4363.0,10320.0,100.0,41.0,,1.54,4416.952069425
treatment company 12,-62.91,12342.0,8232.0,2012-01-01,operator 27,3566.0,3528.2124,330.79,5.0,9188.0,33358.01,0.19,0.03,0.34,0.92,4.83,0.87,12793.11,6812.05,30.62,5787.0,,88.0,10.0,2837802.0,0.9,626.3646621625
treatment company 12,-63.59,10802.0,5685.0,2015-08-01,operator 22,4873.0,,176.48,9.0,8409.0,33953.08,0.65,0.02,0.33,,5.14,0.4,13591.62,6954.28,30.84,4419.0,5430.0,92.0,32.0,11304523.0,1.19,852.1353845500001
treatment company 12,-61.970001,14011.0,8162.0,2014-01-01,operator 27,5296.0,,308.56,1.0,0.0,30478.58,0.19,0.03,0.34,,4.91,0.9,12859.0,6861.52,30.9,5575.0,,78.0,16.0,9327200.0,0.94,1071.65467969375
treatment company 4,-39.990002000000004,15477.0,6157.0,2017-04-01,operator 7,9021.0,,19.41,10.0,5622.0,35033.39,0.31,0.02,0.33,,4.66,0.61,13182.77,7015.94,31.11,,,97.0,48.0,12862379.0,1.3,1251.2457884
treatment company 2,-5.670000099999999,10770.0,5822.0,2011-07-01,operator 2,4453.0,2923.8655,10.79,22.0,6384.0,34798.83,1.16,0.08,0.21,0.68,6.63,0.41,12117.52,6972.5,27.73,4582.0,,88.0,12.0,4847272.0,1.35,889.0207554187499
treatment company 5,-48.029999,11871.0,6638.0,2014-01-01,operator 1,4727.0,2795.3838,0.04,11.0,6161.0,34897.55,0.57,0.01,0.34,,4.78,0.41,13453.74,6927.45,30.8,4956.0,6402.0,100.0,15.0,7252326.0,1.22,1880.47190733125
treatment company 11,-20.92,12088.0,6790.0,2015-12-01,operator 14,4895.0,2105.79,9.5,6.0,4886.0,27799.79,0.29,0.02,0.27,0.86,4.69,0.61,13227.81,6976.93,30.99,4907.0,,80.0,28.0,10636675.0,1.05,1531.9347337624995
treatment company 11,-28.530001000000002,13035.0,8202.0,2013-07-01,operator 6,4762.0,3954.7693,7.68,2.0,4025.0,34771.54,1.38,0.09,0.21,,3.62,0.47,11919.57,6821.53,27.84,5219.0,9376.0,92.0,10.0,6099279.0,1.28,2455.5265629999994
treatment company 4,-72.68,16546.0,9128.0,2018-03-01,operator 7,6238.0,1309.9276,8.11,2.0,0.0,34849.93,0.63,0.03,0.25,,4.71,0.62,11819.26,7079.29,31.06,6053.0,,86.0,32.0,,1.0,1653.30755835
treatment company 9,-39.77,11310.0,6389.0,2014-01-01,operator 17,4734.0,2960.0225,5.09,2.0,0.0,35039.79,0.86,0.08,0.26,,5.15,0.43,13590.49,6773.31,26.99,3954.0,7607.0,77.0,28.0,6617366.0,1.09,417.9939496868748
treatment company 2,,16150.0,6157.0,2015-07-01,operator 7,9560.0,2245.3057,4.11,23.0,9677.0,35550.77,0.26,0.01,0.3,0.81,4.68,0.62,13241.47,6972.52,30.98,4428.0,,91.0,51.0,14038566.0,1.14,1683.45052075
treatment company 2,-24.379998999999998,14999.0,8354.0,2014-07-01,operator 6,6071.0,2657.3369,10.88,8.0,0.0,35249.91,1.31,0.06,0.23,0.78,4.07,0.57,12063.65,6805.13,,4720.0,9184.0,97.0,36.0,12518770.0,1.27,3183.9194296625
treatment company 1,-16.879998999999998,17452.0,8352.0,2017-05-01,operator 11,8437.0,,2.51,28.0,14983.0,34887.07,0.83,0.05,0.32,0.41,5.7,0.74,12578.32,7090.27,32.4,5665.0,,66.0,43.0,12795338.0,1.5,2021.93422155
treatment company 4,-25.25,14961.0,6201.0,2018-09-01,operator 7,8184.0,1455.1870000000001,5.72,11.0,5847.0,35281.08,0.63,0.01,0.33,,4.92,0.45,13484.58,6959.23,30.88,4096.0,,98.0,41.0,12115759.0,1.16,1206.2412354081248
treatment company 5,-50.639998999999996,11431.0,7126.0,2013-01-01,operator 18,3892.0,1554.9706,6.3,3.0,2129.0,38057.63,0.5,,0.33,,4.63,0.56,13151.88,7068.17,31.24,5267.0,,73.0,9.0,1184365.0,0.38,519.841216641875
treatment company 3,,14791.0,6663.0,2019-04-01,operator 1,7264.0,985.65985,22.04,19.0,9662.0,34823.06,0.31,0.01,0.33,,4.69,0.61,13250.88,6972.71,30.98,5345.0,,82.0,51.0,11540739.0,0.92,3762.5498767437507
treatment company 9,-31.76,15672.0,,2018-08-01,operator 5,8906.0,,260.65,1.0,2133.0,28022.72,0.29,0.02,0.33,0.83,4.68,0.62,13216.42,6986.63,31.03,3359.0,,75.0,45.0,17841524.0,1.04,2903.93213868125
treatment company 9,-43.860001000000004,14910.0,8876.0,2015-06-01,operator 11,4791.0,2658.092,13.67,9.0,6010.0,34522.19,0.32,0.03,0.25,,4.62,0.65,11841.97,7095.85,31.12,6060.0,7537.0,71.0,25.0,5214206.0,1.01,2278.2895544625
treatment company 1,-51.380001,15813.0,6758.0,2015-09-01,operator 8,8204.0,713.97321,6.13,18.0,10080.0,34564.35,0.76,0.02,0.34,0.87,5.84,0.18,13708.08,6888.66,30.66,5004.0,,89.0,43.0,20492148.0,1.09,1799.0898943375
treatment company 1,11.42,10555.0,6923.0,2013-07-01,operator 25,3142.0,676.78528,173.46,3.0,6888.0,34614.86,0.83,0.02,0.27,0.7,4.87,0.5,11319.25,6773.06,28.51,4802.0,8283.0,89.0,22.0,12682828.0,1.24,2227.84449345
treatment company 23,-7.380000099999999,12399.0,8064.0,2012-01-01,operator 4,3792.0,758.57672,11.66,5.0,2595.0,30503.75,0.13,0.03,0.34,,4.78,0.85,12892.05,6973.91,31.18,5761.0,6601.0,100.0,13.0,4824122.0,0.97,984.6258895250003
treatment company 12,-68.529999,9265.0,7057.0,2014-07-01,operator 25,1921.0,2871.4214,2.4,8.0,107.0,34579.27,0.13,0.02,0.24,,5.05,0.57,11672.86,6783.74,27.71,4673.0,,91.0,15.0,5083162.0,1.0,1235.9880692687498
treatment company 12,-29.120001000000002,13898.0,8678.0,2014-01-01,operator 9,5105.0,746.60858,5.86,7.0,0.0,34669.05,0.92,,0.29,0.8,4.58,0.49,11721.2,7070.78,31.76,6176.0,,88.0,27.0,6941658.0,1.19,764.095780225
treatment company 12,-14.07,12420.0,6646.0,2014-07-01,operator 25,5610.0,872.4757099999999,39.01,12.0,8428.0,32825.4,0.18,0.02,0.33,,,0.67,13309.81,6919.51,30.8,4060.0,7813.0,91.0,29.0,,1.31,1846.8176718875
treatment company 14,-41.259997999999996,12081.0,8090.0,2014-07-01,operator 4,3431.0,,155.33,4.0,0.0,30247.1,0.14,0.03,0.34,0.92,4.74,0.81,12912.52,6988.22,31.2,5783.0,,99.0,13.0,4778821.0,0.95,1070.73898455125
treatment company 2,-35.799999,13936.0,7505.0,2014-07-01,operator 20,6363.0,879.54041,1.98,7.0,7746.0,33832.67,0.47,0.02,0.33,0.85,4.66,0.58,13184.6,7042.19,31.17,5408.0,,92.0,12.0,6371041.0,1.69,1363.493870525
treatment company 3,-45.810001,13106.0,6233.0,2017-03-01,operator 5,6623.0,1018.8876,1.9,17.0,6640.0,35209.41,1.42,0.05,0.34,0.59,3.58,1.82,12359.97,6548.64,,4463.0,5525.0,70.0,31.0,9553410.0,1.08,1385.37357215625
treatment company 2,-13.89,13670.0,7927.0,2011-07-01,operator 2,5321.0,652.7334599999999,10.4,6.0,3661.0,35125.52,1.92,0.18,0.2,,4.8,0.76,11634.69,7158.09,29.74,6509.0,,67.0,13.0,4874747.0,1.07,604.3373477875001
treatment company 3,-50.18,14753.0,7723.0,2018-11-01,operator 8,6780.0,969.54163,74.25,2.0,0.0,30015.55,0.6,0.01,0.34,,4.79,0.38,13474.4,6921.41,30.78,5074.0,,79.0,31.0,,1.48,2682.31832654375
treatment company 2,-24.6,15353.0,9052.0,2013-07-01,operator 20,6243.0,,5.11,15.0,6494.0,35187.29,0.2,0.02,0.26,,4.5,0.71,11864.68,7097.66,31.23,6256.0,,93.0,12.0,6112941.0,1.35,1894.104452675
treatment company 9,-32.220001,19332.0,6252.0,2019-01-01,operator 5,12443.0,3857.0413,22.56,5.0,0.0,30803.07,0.26,0.01,0.33,,4.68,0.62,13263.35,6960.29,30.94,3657.0,6057.0,77.0,63.0,25103300.0,1.17,3582.9131696187505
treatment company 1,-29.059998999999998,14501.0,7969.0,2019-03-01,operator 17,6254.0,,213.93,2.0,10293.0,34311.44,0.29,0.02,0.33,,4.68,0.62,13216.42,6986.63,31.03,5448.0,,76.0,34.0,12051742.0,0.99,1521.04649125
treatment company 4,-33.450001,13895.0,6338.0,2017-01-01,operator 7,7318.0,2212.6946,38.53,5.0,0.0,34833.46,0.68,0.02,0.33,,5.08,0.4,13595.4,6955.35,30.83,4260.0,,98.0,38.0,10191847.0,1.18,637.6526342749999
treatment company 5,-23.83,20600.0,6602.0,2018-04-01,operator 5,13641.0,2569.2202,32.99,13.0,0.0,35293.43,0.26,,0.34,0.86,4.68,0.61,13247.61,6954.64,30.93,4964.0,5982.0,77.0,71.0,27397780.0,1.02,4154.2115577625
treatment company 2,-28.5,13036.0,8153.0,2011-07-01,operator 2,4623.0,,21.65,10.0,7510.0,31288.62,1.91,,0.2,,4.77,0.68,11573.85,7155.29,29.82,6371.0,7691.0,72.0,14.0,,1.05,768.33627489375
treatment company 7,,16026.0,7958.0,2014-07-01,operator 4,7740.0,858.66449,9.13,20.0,8767.0,35153.91,0.26,0.02,0.33,,4.68,0.61,13255.17,6953.57,30.92,5794.0,,93.0,52.0,11415035.0,0.88,3418.25757475625
treatment company 1,-52.740002000000004,10885.0,7844.0,2012-07-01,operator 4,2639.0,450.34344000000004,24.03,6.0,4540.0,33027.54,0.22,0.02,0.34,,4.59,0.53,13356.72,6888.67,30.72,5230.0,,96.0,18.0,3730316.0,0.95,1559.7656940999998
treatment company 10,-55.029999,14938.0,6643.0,2018-07-01,operator 4,8045.0,3174.4937,1.9,6.0,0.0,30977.49,0.29,0.02,0.33,,4.69,0.61,13230.16,6973.8,30.98,,,100.0,34.0,20379848.0,1.36,1940.958795725
treatment company 12,,11305.0,5888.0,2015-05-01,operator 19,5043.0,751.0271,16.74,10.0,4478.0,35459.04,0.39,0.02,0.33,,4.72,0.58,13268.2,7001.02,31.04,4384.0,4595.0,81.0,22.0,6805976.0,0.97,368.859572471875
treatment company 2,-15.75,15377.0,5901.0,2014-07-01,operator 2,8833.0,3477.9358,503.75,1.0,2572.0,35290.28,0.52,0.01,0.34,,4.73,0.51,13400.65,6960.89,30.93,4819.0,,109.0,18.0,11929348.0,1.89,1996.62195825
treatment company 8,-30.389999,16440.0,6268.0,2015-12-01,operator 1,9724.0,4924.5361,26.55,6.0,0.0,30776.0,0.27,0.01,0.33,,4.86,0.55,13467.47,7061.52,31.09,4598.0,,2.0,37.0,18271100.0,1.58,1124.868740525
treatment company 4,-44.23,13042.0,6019.0,2018-06-01,operator 7,6317.0,2438.4851,4.68,27.0,0.0,35140.32,0.31,0.01,0.33,,4.69,0.61,13250.88,6972.71,30.98,4138.0,,96.0,31.0,8997620.0,1.16,899.215610375
treatment company 12,-18.34,22349.0,7943.0,2018-09-01,operator 4,14156.0,1147.3912,5.55,17.0,1577.0,34667.33,0.16,0.04,0.34,0.87,4.45,0.74,13185.47,6826.19,30.54,4708.0,,93.0,71.0,29139678.0,1.41,3217.9834238625
treatment company 4,-52.869999,11376.0,6523.0,2012-01-01,operator 1,4232.0,867.66534,11.98,25.0,12092.0,32754.03,0.67,0.03,0.2,0.73,4.38,0.55,12889.62,6798.7,26.18,4515.0,,95.0,16.0,5091281.0,0.75,1384.86127250625
treatment company 16,-33.91,15695.0,7926.0,2015-02-01,operator 4,7257.0,993.2611699999999,0.05,15.0,8282.0,35161.22,0.05,0.02,0.34,0.89,4.61,0.73,13162.85,6895.51,30.78,5615.0,8693.0,97.0,40.0,,0.93,2620.3703711875
treatment company 3,-33.23,15078.0,5898.0,2018-08-01,operator 1,8692.0,,40.8,20.0,8702.0,34838.95,0.29,0.02,0.33,0.83,4.69,0.61,13230.16,6973.8,30.98,4599.0,,88.0,62.0,17387444.0,1.66,1440.5723558312502
treatment company 13,-30.629998999999998,11365.0,,2011-01-01,operator 2,5532.0,993.3223300000001,21.48,16.0,5769.0,32650.87,0.42,0.01,0.34,0.86,4.74,0.45,13604.97,6962.41,30.84,4302.0,,89.0,15.0,5607003.0,1.34,709.1398238812503
treatment company 10,-9.409999800000001,10929.0,7934.0,2016-08-01,operator 4,2745.0,1542.4808,4.71,5.0,0.0,28230.58,0.24,0.02,0.34,0.87,4.67,0.61,13263.08,6945.67,30.9,5073.0,9355.0,99.0,16.0,3744675.0,1.01,938.93750056875
treatment company 12,,13841.0,8039.0,2014-01-01,operator 26,5265.0,3008.2363,14.17,17.0,10344.0,34771.54,1.06,0.06,0.32,,5.63,0.84,12795.16,7350.9,32.8,5536.0,9049.0,82.0,13.0,3778521.0,0.81,1274.7563617187498
treatment company 3,-22.860001,15603.0,7324.0,2017-10-01,operator 15,8029.0,961.0703699999999,0.41,16.0,6757.0,34812.4,1.72,0.17,0.19,,5.46,0.83,11782.37,7134.61,29.25,5298.0,9053.0,61.0,29.0,11593119.0,1.21,2623.717540450001
treatment company 4,6.0900002,16519.0,7950.0,2014-07-01,operator 1,7979.0,1298.0293,46.29,1.0,1809.0,30596.4,0.31,0.01,0.33,,4.69,0.61,13250.88,6972.71,30.98,4561.0,,100.0,20.0,8880488.0,1.3,1466.3470012812504
treatment company 1,-16.32,10535.0,6035.0,2013-01-01,operator 1,4343.0,1852.0096,6.96,3.0,0.0,35293.43,0.51,0.02,0.34,,4.7,0.55,13297.75,7008.05,31.05,4176.0,7748.0,95.0,14.0,4437034.0,1.35,512.232553575
treatment company 1,-17.27,13329.0,5760.0,2016-09-01,operator 2,6972.0,894.7846699999999,1.97,8.0,0.0,29016.52,1.22,0.1,0.2,0.57,6.44,0.48,12121.08,7009.73,28.01,4677.0,,89.0,20.0,,1.64,1412.872066725
treatment company 2,-30.43,13215.0,,2011-07-01,operator 2,4746.0,2043.6453,15.81,9.0,6584.0,34286.77,1.91,,0.2,,4.73,0.76,11646.88,7159.51,29.75,6328.0,10597.0,59.0,14.0,5266891.0,0.99,1023.36347358125
treatment company 10,-59.59,10070.0,6422.0,2014-01-01,operator 11,3050.0,2013.3796,3.49,9.0,7116.0,35520.21,0.27,0.01,0.33,,4.68,0.61,13271.12,6958.07,30.94,4246.0,,70.0,13.0,6378530.0,1.11,517.0082764625001
treatment company 3,-19.68,13976.0,6121.0,2018-04-01,operator 1,7225.0,1663.0603,11.01,8.0,7582.0,34601.01,0.21,0.01,0.33,0.91,4.87,0.44,13396.2,7122.6,31.25,4404.0,,91.0,51.0,14102124.0,1.35,795.98649372323
treatment company 5,-44.439999,14667.0,7174.0,2015-05-01,operator 18,7054.0,4249.7007,433.01,1.0,4685.0,32274.46,0.5,0.02,0.33,0.78,4.74,0.6,13275.36,7044.41,31.14,5156.0,,94.0,48.0,9604051.0,0.98,2292.70134241875
treatment company 9,-20.24,12683.0,7533.0,2018-11-01,operator 6,4893.0,,28.51,8.0,0.0,34603.7,1.48,0.09,0.21,0.81,3.78,0.49,11577.72,6817.3,27.63,5241.0,9206.0,88.0,16.0,6320112.0,1.88,2526.1621296187504
treatment company 9,-25.549999,15616.0,6407.0,2018-08-01,operator 5,8894.0,1979.5806,84.86,3.0,5458.0,28402.96,0.28,0.02,0.33,0.82,4.68,0.62,13204.97,6985.98,31.03,3321.0,6064.0,77.0,45.0,18051420.0,1.15,2874.47685985
treatment company 4,-56.580002,14567.0,7102.0,2019-01-01,operator 8,6571.0,4256.8037,9.56,10.0,6159.0,27199.57,0.28,0.02,0.24,0.89,4.67,0.62,13186.82,7008.4,31.09,4416.0,,94.0,30.0,20250720.0,1.59,3549.4826832812496
treatment company 1,,17246.0,7529.0,2017-10-01,operator 2,8909.0,5188.4678,17.45,36.0,16807.0,35207.64,0.31,0.02,0.34,,4.67,0.62,13196.83,6994.84,31.06,4663.0,,94.0,32.0,14417728.0,1.89,1958.0420374
